"Turkey.Leftpalm" "Purchade.Leftpalm" "Caryll.Leftpalm" "Cochituate.Leftpalm" "Loveland.Leftpalm" "Malfa.Leftpalm" "Brae.Leftpalm" "Coachmen.Leftpalm" "Lippokd.Leftpalm" "Sylvanus.Leftpalm" "Menekish.Leftpalm" "Hager.Leftpalm" "Azalea.Leftpalm" "Padanaram.Leftpalm" "Ronald.Leftpalm" "Noel.Leftpalm" "Fermanagh.Leftpalm" "Merchants.Leftpalm" "Flagstone.Leftpalm" "Digregorio.Leftpalm" "Winifreds.Leftpalm" "Dias.Leftpalm" "Goddu.Leftpalm" "Mariposa.Leftpalm" "Tewmac.Leftpalm" "Barefoot.Leftpalm" "Balcom.Leftpalm" "Lonergan.Leftpalm" "Nobscot.Leftpalm" "Innkeeper.Leftpalm" "Quinapoxet.Leftpalm" "Zambom.Leftpalm" "Lassell.Leftpalm" "Nyack.Leftpalm" "Trimmer.Leftpalm" "Sandale.Leftpalm" "Maryjane.Leftpalm" "Eisenhower.Leftpalm" "Stannes.Leftpalm" "Gigi.Leftpalm" "Erlandson.Leftpalm" "Cowan.Leftpalm"
"s__parahaemolyticus" 3.70043971814109 0 0 2 0 6 0 0 5.49185309632967 0 4.32192809488736 0 0 0 5.64385618977472 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 6.18982455888002 0 0 0 0 0 0 0 0 2.32192809488736 0 5.24792751344359
"s__parainfluenzae" 6.8703647195834 6.06608919045777 3.4594316186373 7.33091687811462 7.90086680798075 6.10852445677817 7.97154355395077 7.19967234483636 10.1861142395416 6.28540221886225 7.36632221424582 6.6724253419715 7.17990909001493 6.62935662007961 8.45532722030456 7.29462074889163 5.32192809488736 5.08746284125034 5.64385618977472 5.4262647547021 6.70043971814109 9.2045711442492 8.45121111183233 5.83289001416474 5.16992500144231 9.87498134765377 6.65821148275179 7.8073549220576 5.97727992349992 9.65642486327778 10.9395792143147 6.53915881110803 9.68650052718322 5.64385618977472 5.83289001416474 6.62935662007961 6.35755200461808 6.59991284218713 9.24792751344359 9.92035285541508 5.16992500144231 9.7176764230664
"s__parvula" 0 4.08746284125034 4.75488750216347 5.4262647547021 4.70043971814109 4.90689059560852 4.75488750216347 3.90689059560852 7.75488750216347 6.98868468677217 5.32192809488736 6.83289001416474 4.4594316186373 3.8073549220576 6.08746284125034 5.61470984411521 3.58496250072116 1 4.75488750216347 2.8073549220576 3.4594316186373 9.37286506011259 5.90689059560852 1 3.32192809488736 7.57742882803575 1 5.04439411935845 1.58496250072116 7.64385618977472 5.4594316186373 3.32192809488736 6.16992500144231 2.32192809488736 3.58496250072116 4.90689059560852 5 5.28540221886225 6.02236781302845 6.90689059560852 2.8073549220576 6.4093909361377
"s__pasteurianum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"s__paucivorans" 0 7.52356195605701 0 0 0 1.58496250072116 0 3 6.3037807481771 0 0 5.08746284125034 3.8073549220576 1.58496250072116 2.58496250072116 3 0 4.08746284125034 0 4 0 0 1 0 0 5.39231742277876 0 0 0 0 0 0 3.4594316186373 3.16992500144231 0 0 0 0 0 4 0 0
"s__perfringens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__petroleiphilum" 0 0 0 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1.58496250072116
"s__pettenkoferi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__piscolens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__plebeius" 0 0 0 0 0 4.95419631038687 0 0 0 0 1 0 6.37503943134692 0 1.58496250072116 0 2 0 0 1 0 0 0 0 3.90689059560852 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0
"s__pneumotropica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__porcinus" 2.58496250072116 0 0 0 0 1 0 0 2 0 1 0 0 0 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.4262647547021 0 0 0 0 1 0 0 0 0 0 1.58496250072116
"s__porphyrae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__prausnitzii" 5.04439411935845 4.39231742277876 2 4.58496250072116 2.8073549220576 5.32192809488736 0 0 0 1 0 5.75488750216347 5.75488750216347 0 7.58496250072116 3 4.24792751344359 0 5.20945336562895 0 0 2.58496250072116 4.24792751344359 1 2.32192809488736 6.20945336562895 1.58496250072116 3 1 0 0 3.58496250072116 0 1 0 1.58496250072116 2.58496250072116 0 3 0 0 0
"s__producta" 0 0 0 0 0 1 0 0 0 1.58496250072116 0 0 3.70043971814109 0 0 0 0 0 3.16992500144231 0 0 0 0 2.32192809488736 2.58496250072116 0 4.95419631038687 0 0 0 0 1.58496250072116 0 0 1 1.58496250072116 2.8073549220576 1 0 0 0 0
"s__pseudolongum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 1 0 0 0
"s__psychrolactophilus" 0 0 0 4 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1.58496250072116 0 0 2.8073549220576 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__psychrophilus" 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"s__psychrotolerans" 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 4.16992500144231 0 0
"s__pulmonis" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 2 0 0 4.08746284125034 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 6.16992500144231 0 0
"s__ramosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__ramosum" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"s__rectus" 0 4.16992500144231 0 0 4.16992500144231 0 1.58496250072116 2.58496250072116 4 2.58496250072116 0 4.16992500144231 2.8073549220576 0 3.32192809488736 2.58496250072116 0 0 0 0 0 6.93073733756289 6.61470984411521 0 0 3.70043971814109 1 0 4.39231742277876 6.24792751344359 0 2 3.32192809488736 0 0 0 3.8073549220576 5.28540221886225 4.24792751344359 4.24792751344359 0 3.8073549220576
"s__reuszeri" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__reuteri" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rhizophila" 0 4.32192809488736 2.8073549220576 0 3.90689059560852 3.16992500144231 6.06608919045777 2 2.58496250072116 0 0 4.75488750216347 5.85798099512757 5.4594316186373 4.24792751344359 3.16992500144231 0 0 0 0 2.8073549220576 1 0 2 2 0 1 6.59991284218713 3.8073549220576 7.16992500144231 5.6724253419715 0 3.4594316186373 0 4.95419631038687 1.58496250072116 2.32192809488736 1 3.8073549220576 6.75488750216347 0 7
"s__rhizosphaerae" 0 2.32192809488736 0 0 0 5.58496250072116 4.64385618977472 1 0 0 1.58496250072116 0 0 1 1.58496250072116 2.32192809488736 0 0 0 0 2.32192809488736 2.8073549220576 0 0 0 1.58496250072116 3.32192809488736 2.8073549220576 3.8073549220576 0 0 0 0 1 3.4594316186373 0 0 0 1.58496250072116 1 0 3.58496250072116
"s__rhizovicinus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.39231742277876 0 0 3.70043971814109 0 0
"s__Rickettsia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rimae" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 5.04439411935845 0 0 0 0 0 0 4.64385618977472 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 3.58496250072116 0 0 4 3.4594316186373
"s__rosea" 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 1 2.32192809488736 0 4.90689059560852 1 0 0 0 0 3.4594316186373 0 1 0 2.32192809488736 0 0 0 5.4262647547021 0 0
"s__ruber" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"s__rugosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__ruminis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rumoiensis" 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__ruthenica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__saccharolyticum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__salaria" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__salsilacus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"s__SCA1145" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__SCA1170" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__schaedleri" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__schindleri" 5.83289001416474 6.93073733756289 5.32192809488736 6.62935662007961 6.96578428466209 6.59991284218713 6.68650052718322 5.8073549220576 6.12928301694497 6.59991284218713 7.52356195605701 5.32192809488736 6.53915881110803 6.20945336562895 4.70043971814109 6.4093909361377 7.53915881110803 7.36632221424582 7.4262647547021 6.10852445677817 6.84549005094437 6.4093909361377 6.62935662007961 7.33985000288462 7.55458885167764 6.58496250072116 7.37503943134692 6.59991284218713 7.33985000288462 6.95419631038687 6.22881869049588 7.14974711950468 7.24792751344359 7.35755200461808 7.72109918870719 5.70043971814109 6.14974711950468 6.89481776330794 7.12928301694497 7.25738784269265 5 5.97727992349992
"s__sciuri" 2 0 1 1 0 0 1.58496250072116 1 1.58496250072116 1 0 2.58496250072116 2.58496250072116 0 1.58496250072116 1.58496250072116 0 0 1.58496250072116 1 1 0 0 1 1 1.58496250072116 1.58496250072116 1.58496250072116 1.58496250072116 2 1 0 0 0 0 0 0 0 0 1 1 1.58496250072116
"s__segnis" 4.16992500144231 0 0 0 5 0 5 4.24792751344359 6.04439411935845 4.8073549220576 0 1 0 0 5.35755200461808 0 0 4.32192809488736 0 0 0 1 6.33985000288462 0 0 0 0 4 0 3.4594316186373 3.32192809488736 1 4.75488750216347 1.58496250072116 3.58496250072116 4.08746284125034 0 6.20945336562895 0 2.58496250072116 0 5.28540221886225
"s__selenatarsenatis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__serinedens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"s__shigelloides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__simulans" 5.32192809488736 9.18239435340453 2.8073549220576 5.55458885167764 5.04439411935845 5.49185309632967 7.28540221886225 7.06608919045777 7.53915881110803 8.94251450533924 6.08746284125034 8.25266543245025 7.27612440527424 8.28540221886225 7.07681559705083 6.76818432477693 6.04439411935845 6.06608919045777 4 6.33985000288462 4.95419631038687 5.28540221886225 3.70043971814109 3.32192809488736 5.7279204545632 5.97727992349992 7.53915881110803 3.32192809488736 3.16992500144231 6.18982455888002 5.4594316186373 6.6724253419715 4.90689059560852 2.8073549220576 3.4594316186373 2.8073549220576 5.70043971814109 4.8073549220576 5.88264304936184 8.34429590791582 0 5.95419631038687
"s__socranskii" 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 4.58496250072116 3.32192809488736 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 2 0 0 0 0
"s__somerae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__sphaeroides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__stationis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__stercorea" 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 1 0 0 0 0 0 2 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__stercoris" 0 0 2.32192809488736 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 2.32192809488736 0 0 2 0 0
"s__stuartii" 0 0 0 0 0 0 3.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__stutzeri" 1.58496250072116 2.58496250072116 1 2.32192809488736 0 4.16992500144231 5.35755200461808 3.58496250072116 4.8073549220576 3.58496250072116 5.52356195605701 1.58496250072116 1.58496250072116 0 1.58496250072116 4 4.08746284125034 0 0 2 3.32192809488736 3.16992500144231 4.52356195605701 3.58496250072116 4 4.75488750216347 0 3.16992500144231 5.08746284125034 1.58496250072116 0 3.8073549220576 2.8073549220576 3.90689059560852 4 1.58496250072116 4.08746284125034 2.58496250072116 4.08746284125034 5.28540221886225 1 5.58496250072116
"s__stygium" 0 0 1 0 2.58496250072116 3.4594316186373 0 0 2 0 0 0 0 0 2 1.58496250072116 0 3.32192809488736 2.8073549220576 0 0 0 0 0 0 3.32192809488736 2.58496250072116 1.58496250072116 2 0 3 0 2.58496250072116 3.32192809488736 0 0 0 3.16992500144231 0 4.90689059560852 0 1.58496250072116
"s__subflava" 5.6724253419715 5.90689059560852 2 7.19967234483636 6 4.75488750216347 5.83289001416474 8.3264294871223 9.66177809777199 2.58496250072116 7.77478705960117 7.28540221886225 5.7279204545632 4.95419631038687 9.21916852046216 5.08746284125034 4.08746284125034 5 2.32192809488736 3.16992500144231 4.95419631038687 7.88874324889826 5.4262647547021 6.44294349584873 4.16992500144231 10.9031286768123 2.32192809488736 7.71424551766612 5.49185309632967 8.03342300153745 8.8703647195834 4.32192809488736 5.97727992349992 5.12928301694497 5.52356195605701 6.39231742277876 6.3037807481771 3.58496250072116 6.02236781302845 7.59991284218713 3.16992500144231 8.51569983828404
"s__subterminale" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__subterranea" 0 3.16992500144231 4.64385618977472 0 0 2.8073549220576 0 4.08746284125034 1.58496250072116 0 1 0 0 1 3 2.8073549220576 0 0 1 0 0 0 0 0 1 3.8073549220576 0 0 0 0 0 0 3 1 8.08214904135387 0 0 0 0 2.58496250072116 1 5.52356195605701
"s__succinicans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116
"s__succinus" 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__sulfureus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__tannerae" 1.58496250072116 3.16992500144231 0 0 0 0 2.8073549220576 1 3.8073549220576 1 0 0 0 0 4.75488750216347 0 0 0 0 0 0 8.12412131182919 2.58496250072116 0 0 4.32192809488736 3.32192809488736 0 0 2 0 4.24792751344359 1 0 1.58496250072116 1 2.58496250072116 6.62935662007961 0 0 0 4.39231742277876
"s__Taxon" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"s__tenuis" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__terrigena" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__tetani" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__thermoamylovorans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__thermodenitrificans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__toletana" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__torques" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__transvaalensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__tropica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"s__umsongensis" 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__uniformis" 3.90689059560852 4.39231742277876 0 4.08746284125034 2.32192809488736 2 3.58496250072116 0 0 1 0 3 1 0 4.39231742277876 6.56985560833095 3.16992500144231 0 0 0 1.58496250072116 1 5.49185309632967 1 3.8073549220576 6.84549005094437 3.4594316186373 1 2 0 3.58496250072116 3.32192809488736 0 1 1 0 2 1 4.8073549220576 0 0 0
"s__variabile" 2.32192809488736 1 0 0 0 0 0 0 0 2 0 1.58496250072116 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 2.32192809488736 1.58496250072116 0 0 0 1 0 1 2.58496250072116 0 0
"s__venetianus" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1.58496250072116 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"s__veronii" 1 0 1 0 0 1 3.32192809488736 4.24792751344359 2.8073549220576 0 0 1 2.32192809488736 0 2.8073549220576 0 0 0 1 0 3.70043971814109 1 1.58496250072116 0 0 1 1 3.16992500144231 0 0 1 2.58496250072116 0 0 0 0 0 3.58496250072116 0 2.32192809488736 0 6.61470984411521
"s__versatilis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__vestfoldensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__viridans" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__viridescens" 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 4.95419631038687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"s__viridiflava" 0 0 0 0 0 1 3.16992500144231 8.86418614465428 0 0 0 0 2 0 0 0 0 0 0 1.58496250072116 1.58496250072116 2 0 0 0 0 3 1 0 0 1 2 0 0 0 0 0 1.58496250072116 1 0 0 5.4262647547021
"s__wittichii" 0 2.58496250072116 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 2.8073549220576 0 0 0 0 0 0 0 0 0 2.58496250072116 4.24792751344359 0 0 0 4.85798099512757 0 0 0 0 0 2
"s__xenophagum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__yabuuchiae" 0 1.58496250072116 2 0 0 0 0 1.58496250072116 3.16992500144231 0 0 3 3.58496250072116 0 3.58496250072116 2 0 0 1 2.8073549220576 1 0 2 0 0 0 1.58496250072116 0 0 4 0 0 0 1 0 0 2 0 0 1.58496250072116 0 2.32192809488736
"s__yanoikuyae" 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
"s__zavarzinii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__zeae" 0 0 0 0 0 0 2.58496250072116 0 5.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 2 1.58496250072116 0 0 0 0 0 0 2 0 0 0
"s__zeaxanthinifaciens" 2 0 0 0 0 3.4594316186373 0 2.32192809488736 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3.4594316186373 0 0 0 5.4594316186373 1 0 0 2.58496250072116 0 0 5.78135971352466
